user_id:token item_id:token 1
19922 512 1
9754 905 1
17750 276 1
4751 956 1
6682 2987 1
16363 597 1
4002 575 1
19922 844 1
2137 1162 1
9593 419 1
11244 1427 1
3195 1011 1
7190 2335 1
19922 110 1
19922 181 1
16596 1119 1
13022 534 1
13022 913 1
15954 124 1
2361 2639 1
7188 408 1
11783 64 1
11783 88 1
19337 987 1
11783 150 1
11783 385 1
11783 1196 1
11783 560 1
11783 571 1
11783 574 1
19565 2720 1
20698 248 1
16157 408 1
7188 407 1
11783 2583 1
20356 408 1
9679 987 1
12524 1526 1
12524 2024 1
12524 2790 1
15465 866 1
8045 1136 1
21781 408 1
7188 3803 1
21726 1044 1
15217 1935 1
6682 933 1
569 30 1
569 52 1
569 53 1
569 96 1
569 98 1
22290 905 1
18598 45 1
19565 241 1
6682 387 1
11012 1220 1
17440 4851 1
19325 126 1
8934 3100 1
5093 905 1
6920 408 1
11996 844 1
15202 628 1
15465 1242 1
18645 955 1
6682 784 1
7188 1129 1
5931 681 1
2438 1245 1
8934 417 1
8934 420 1
3599 1040 1
3599 1041 1
15217 2009 1
6682 3768 1
17856 1404 1
15217 3129 1
3599 1425 1
15465 1132 1
7188 426 1
7188 734 1
668 3671 1
6836 779 1
2275 2999 1
3599 1094 1
5369 1425 1
3599 777 1
9991 1120 1
6727 1595 1
1875 489 1
15465 561 1
15465 1119 1
9658 1307 1
15202 715 1
3877 1273 1
4660 175 1
4660 1274 1
4660 1166 1
6682 949 1
1815 1577 1
5763 409 1
7188 1958 1
15465 572 1
6682 1971 1
15465 43 1
15739 305 1
609 3668 1
4581 575 1
19849 801 1
7188 980 1
15400 373 1
11033 787 1
1611 3778 1
1611 3782 1
18996 844 1
17487 3727 1
18290 1273 1
15984 160 1
15984 458 1
15984 1190 1
5653 2122 1
12996 3215 1
3039 256 1
3039 262 1
2809 158 1
3039 416 1
3039 958 1
5653 262 1
3195 3112 1
7270 1404 1
19849 863 1
20338 7 1
15202 1827 1
3599 1053 1
300 1456 1
6427 1273 1
22003 360 1
7346 1861 1
22155 681 1
5287 1273 1
16399 1403 1
16399 3750 1
16399 3751 1
13471 152 1
15465 784 1
16399 1221 1
18480 1456 1
18480 1457 1
1401 1458 1
7346 1339 1
16399 3753 1
2480 196 1
16195 1273 1
18667 1547 1
2146 1136 1
7346 408 1
10749 681 1
7157 839 1
7157 905 1
7157 3670 1
7157 3693 1
7157 4710 1
1203 2613 1
17386 3776 1
421 241 1
16399 208 1
668 1182 1
21359 391 1
6079 703 1
2146 458 1
20380 530 1
11359 950 1
11359 959 1
11359 960 1
944 392 1
12652 419 1
15465 2736 1
15465 4305 1
18381 417 1
9319 815 1
13562 55 1
2999 1498 1
18381 842 1
18381 1026 1
18381 2841 1
15276 3768 1
18304 3749 1
4182 987 1
17834 477 1
18304 6826 1
8406 418 1
8925 1189 1
12521 60 1
1594 1053 1
1594 1596 1
7157 1827 1
20777 564 1
9274 450 1
14694 175 1
20777 43 1
20777 3768 1
17976 682 1
15109 2052 1
19565 417 1
7188 1611 1
19565 257 1
19565 262 1
14130 1946 1
2703 845 1
7366 3654 1
7188 144 1
9055 1136 1
10168 3771 1
15363 707 1
18952 1604 1
1888 1245 1
13923 498 1
14643 3855 1
2489 664 1
2489 844 1
2489 997 1
2489 1273 1
2489 2584 1
16956 891 1
17636 1051 1
5369 553 1
5369 1274 1
13598 3473 1
17450 3693 1
4015 1960 1
9696 3378 1
19565 1015 1
6670 192 1
6670 209 1
6670 688 1
6670 1245 1
19565 1596 1
21341 1596 1
9425 2770 1
7188 1310 1
2275 1458 1
17392 722 1
20265 422 1
13598 222 1
16292 1466 1
11897 1730 1
14130 1274 1
6682 1596 1
12255 4542 1
2102 1351 1
14457 688 1
15465 2226 1
113 220 1
3036 579 1
19565 3645 1
19565 4863 1
10612 192 1
21362 1207 1
21362 1307 1
421 408 1
5286 235 1
17440 209 1
3971 561 1
3971 572 1
3610 1251 1
3971 560 1
19849 2412 1
3610 152 1
6222 2946 1
9055 366 1
13335 712 1
9055 256 1
19849 782 1
9147 861 1
19600 1286 1
4568 1703 1
15465 1199 1
19849 842 1
1710 906 1
19849 777 1
646 173 1
3770 557 1
9256 3404 1
9393 1450 1
17259 1193 1
11837 312 1
3971 562 1
3971 574 1
19565 420 1
6413 1136 1
13562 1312 1
16885 3934 1
15465 1078 1
15881 2499 1
10009 1336 1
15465 384 1
1888 192 1
1888 1162 1
1888 1244 1
6079 1313 1
16097 2009 1
1291 259 1
14457 113 1
4660 331 1
3361 408 1
7157 3756 1
17896 573 1
20265 1547 1
12652 418 1
19732 1273 1
15465 1094 1
15945 1273 1
2868 876 1
2868 879 1
20044 861 1
7526 1273 1
5735 1730 1
21405 418 1
19809 1547 1
20044 905 1
5735 791 1
5735 1076 1
5735 1078 1
1291 840 1
6079 685 1
7157 98 1
7157 1161 1
18656 844 1
21245 1755 1
15465 1682 1
17208 1450 1
20044 188 1
2275 135 1
16140 408 1
17896 560 1
17896 562 1
4360 1273 1
20380 8269 1
2316 562 1
7157 444 1
16758 768 1
3610 844 1
5482 190 1
16942 800 1
21724 3654 1
4118 369 1
14139 751 1
17949 2584 1
7157 3939 1
14229 215 1
17636 791 1
4148 159 1
4148 1902 1
4148 3671 1
12245 1450 1
15465 2051 1
3971 40 1
7188 1078 1
12028 3693 1
12245 3693 1
14766 2402 1
12630 1678 1
18774 3835 1
22185 800 1
11688 1129 1
19591 2648 1
6682 394 1
14190 1465 1
5460 575 1
11055 1245 1
3349 438 1
7411 804 1
7411 2728 1
9055 1152 1
15465 1707 1
4022 408 1
2801 416 1
18774 986 1
3971 1596 1
7535 705 1
14047 1036 1
20853 1183 1
1742 2140 1
13689 931 1
13689 2335 1
21245 1526 1
8849 1152 1
16156 1521 1
2146 322 1
16292 1456 1
13689 7 1
21115 1884 1
18774 980 1
4405 723 1
19565 742 1
6193 1244 1
5841 383 1
4444 1249 1
2141 2811 1
14334 2409 1
17392 3861 1
19849 1269 1
1863 1078 1
9968 1730 1
19565 986 1
18649 792 1
12026 3693 1
19256 2743 1
1225 499 1
14334 1700 1
20383 176 1
3971 384 1
20003 664 1
20003 1327 1
20003 1602 1
12959 676 1
11726 2040 1
21341 3755 1
12272 3230 1
10711 1016 1
14798 2917 1
15984 1179 1
16292 3670 1
21129 958 1
21129 2965 1
19038 1583 1
7258 1458 1
18598 184 1
813 89 1
963 2036 1
963 4426 1
18009 418 1
12716 3693 1
14348 1898 1
15465 229 1
17011 209 1
17011 253 1
17011 1162 1
17011 1368 1
20095 1829 1
14334 1748 1
18001 256 1
14334 844 1
3599 1427 1
10913 268 1
16045 71 1
19047 907 1
19565 909 1
6427 1713 1
13494 768 1
19849 2843 1
14492 5119 1
18413 408 1
20128 1273 1
14136 648 1
20189 2095 1
16523 93 1
17405 1678 1
13443 3028 1
19256 3685 1
19849 188 1
2316 2855 1
6222 2398 1
6953 1787 1
9147 100 1
9256 1011 1
14136 30 1
1655 1159 1
11688 729 1
6222 1067 1
20439 1702 1
20439 1705 1
20439 1710 1
14136 1274 1
5371 780 1
502 291 1
9968 262 1
22199 257 1
12559 1584 1
22189 498 1
15465 4538 1
17834 777 1
7558 1943 1
7558 1944 1
14492 416 1
14492 418 1
17977 3644 1
5912 582 1
14136 731 1
4564 142 1
7157 917 1
22322 564 1
22322 1596 1
1888 1129 1
1888 1458 1
18009 2036 1
12716 2201 1
9008 8873 1
7064 952 1
5932 3782 1
5932 3783 1
11614 1521 1
1959 408 1
3637 1544 1
1888 1239 1
14136 103 1
16310 602 1
6513 408 1
10405 486 1
21129 3043 1
10913 3131 1
8554 1485 1
5653 733 1
21405 3697 1
22116 167 1
22116 1162 1
22116 2732 1
22116 5719 1
16263 846 1
4372 1328 1
16642 2090 1
1401 190 1
12716 2837 1
18969 3271 1
5482 78 1
17147 1017 1
4686 1078 1
240 424 1
15090 253 1
14258 1307 1
4017 1746 1
4017 2738 1
11862 1533 1
3132 2791 1
19922 1748 1
18008 1243 1
9618 2063 1
12690 664 1
20356 802 1
5095 776 1
20356 807 1
10334 3955 1
19922 664 1
19922 3725 1
19565 1630 1
10334 2450 1
14917 1059 1
2920 519 1
13769 987 1
13300 1072 1
16019 715 1
668 130 1
668 184 1
5264 961 1
20960 707 1
11881 1838 1
14457 764 1
8706 1547 1
13265 4164 1
9916 498 1
9916 557 1
9916 675 1
6842 4863 1
9299 2605 1
22322 791 1
3867 9662 1
1475 681 1
20834 868 1
5482 2797 1
3971 268 1
11583 1129 1
12981 2761 1
2837 2300 1
4700 2999 1
17211 2452 1
4943 759 1
5308 3809 1
10405 2300 1
5033 2300 1
7858 2300 1
11028 2300 1
1342 1154 1
3867 408 1
9109 2300 1
10037 2300 1
15202 1930 1
19922 2300 1
5332 2300 1
13022 2300 1
15903 2300 1
18810 2300 1
20435 408 1
3039 2300 1
9657 2300 1
19565 259 1
19565 2300 1
19636 2300 1
3112 2300 1
13889 2300 1
15310 2300 1
20800 2300 1
5404 2300 1
8202 2300 1
10890 2185 1
10890 2389 1
11125 1584 1
1438 768 1
10655 2300 1
13056 2300 1
16149 2300 1
4999 451 1
11790 1659 1
13494 773 1
14146 2300 1
1713 2300 1
4354 3654 1
13853 2300 1
18561 2300 1
4014 1277 1
6460 2300 1
9054 2300 1
20480 709 1
13879 1758 1
4354 2028 1
4566 2300 1
21837 158 1
5932 458 1
11121 1115 1
14354 369 1
20044 3707 1
21103 422 1
21837 2145 1
13480 2300 1
20321 2300 1
4686 910 1
7188 1221 1
11125 195 1
12489 2068 1
13792 2300 1
9334 408 1
17617 3693 1
19873 2300 1
7722 2300 1
18976 3804 1
1983 2300 1
3000 1285 1
3000 1326 1
3245 2300 1
22297 734 1
21978 2300 1
7188 1401 1
13300 2300 1
771 2300 1
2050 2300 1
2529 2300 1
3450 2300 1
4331 2300 1
5878 2300 1
6741 2300 1
12296 2300 1
17620 1122 1
20804 2300 1
3216 264 1
10612 1539 1
4785 1596 1
21815 2300 1
10405 2363 1
4686 795 1
13175 2300 1
16635 113 1
16635 209 1
16635 1310 1
17617 707 1
10612 367 1
748 768 1
748 4165 1
9293 1563 1
1742 1713 1
22322 1977 1
11896 2322 1
20248 695 1
6462 846 1
17949 1278 1
20834 2141 1
6112 1088 1
7550 498 1
22261 1976 1
12722 745 1
1611 1403 1
3044 1219 1
11084 1604 1
6916 1944 1
6916 2902 1
13107 1268 1
9055 1153 1
3610 1880 1
6682 800 1
11387 390 1
14492 1752 1
10455 1133 1
4217 256 1
11688 604 1
13512 844 1
9389 681 1
12934 2172 1
3599 3537 1
3599 3228 1
14165 3678 1
21725 1071 1
15148 1596 1
14081 921 1
11385 2300 1
15465 1231 1
16176 2300 1
16201 2300 1
18801 2300 1
20321 1682 1
19399 508 1
13050 1448 1
20321 1750 1
3464 789 1
14008 1137 1
15465 1183 1
10713 209 1
15495 2337 1
22052 3784 1
14690 2337 1
22221 1448 1
15354 891 1
15354 1066 1
15354 2412 1
22322 777 1
3112 2337 1
5332 2337 1
6915 312 1
11966 2300 1
11966 2337 1
15022 2337 1
20047 3388 1
15354 1592 1
115 2337 1
7448 1427 1
8454 2944 1
11256 2337 1
17147 1152 1
22237 1644 1
22237 3804 1
13070 819 1
13070 1630 1
9656 2337 1
14388 2337 1
20207 3271 1
5330 2337 1
12981 921 1
15202 5617 1
21245 2601 1
17949 3815 1
8353 2337 1
20647 1404 1
1423 2337 1
9877 209 1
9877 1705 1
19302 2337 1
20248 681 1
6682 408 1
9713 196 1
18792 2346 1
18792 2481 1
19636 2337 1
5783 1243 1
19565 2337 1
1983 2337 1
14632 777 1
14632 1068 1
14632 1070 1
3464 3446 1
5783 1153 1
6518 2337 1
14632 565 1
14632 780 1
14632 1057 1
14632 1063 1
19809 4396 1
14997 4172 1
410 3362 1
7448 1599 1
10168 2337 1
15465 2337 1
18480 408 1
20123 2337 1
22256 2902 1
1514 2337 1
14691 2337 1
19309 2337 1
21341 3668 1
77 163 1
1045 2337 1
3450 2337 1
6514 2337 1
13056 2337 1
7286 2337 1
9109 2337 1
11788 3759 1
14690 2341 1
17636 2337 1
3971 891 1
16962 6823 1
20378 844 1
9877 1665 1
4830 1761 1
9838 620 1
9838 1932 1
9838 1933 1
13726 530 1
11052 1709 1
14690 2115 1
14690 2380 1
20647 3661 1
21341 2452 1
6225 258 1
6225 296 1
11222 2342 1
11222 2664 1
17147 2664 1
18229 2342 1
18229 2664 1
20480 905 1
21815 2310 1
3112 2310 1
4372 987 1
5119 2342 1
5119 3802 1
6518 2664 1
9656 2310 1
11028 2342 1
14388 3802 1
14632 1013 1
14632 1029 1
16765 2664 1
17627 652 1
21920 2310 1
1223 2310 1
1223 2664 1
1291 5392 1
4269 2310 1
5878 2342 1
6518 1636 1
12665 2310 1
18304 3163 1
18304 3838 1
20419 2310 1
20419 2342 1
4444 1262 1
4444 3639 1
5304 2194 1
5783 1713 1
7152 343 1
11084 1703 1
14630 2310 1
14630 2342 1
19922 1945 1
19922 3802 1
1177 2342 1
18810 2342 1
21339 2342 1
21341 734 1
21437 2310 1
4566 2342 1
5332 2342 1
9054 2664 1
14388 2342 1
17450 1166 1
19050 703 1
21170 709 1
21228 912 1
1713 2310 1
1713 2342 1
1713 2664 1
1713 3802 1
4372 2194 1
5007 2342 1
12255 2342 1
15310 2342 1
7413 2342 1
9760 2310 1
9760 2342 1
4129 1053 1
10460 2342 1
12889 2664 1
13175 2342 1
18561 2342 1
2275 3835 1
2550 2342 1
11240 2310 1
14318 2664 1
16983 2664 1
19426 235 1
19565 2664 1
19873 2342 1
21743 2342 1
3281 2415 1
13056 2342 1
15148 1487 1
15148 3923 1
15465 2342 1
17011 2342 1
7211 34 1
10405 649 1
15314 432 1
20321 2342 1
1352 2342 1
13164 192 1
13164 3768 1
14632 808 1
15045 2342 1
17858 2310 1
4241 1774 1
10439 2342 1
13533 408 1
20804 2342 1
7211 408 1
13792 2342 1
17551 508 1
2302 1066 1
2302 3537 1
6633 2664 1
18103 2337 1
6506 846 1
16230 1226 1
16230 5115 1
19309 3802 1
1544 1727 1
13164 1442 1
15125 562 1
1045 2342 1
6786 5392 1
10168 2310 1
1190 2342 1
7211 348 1
10025 391 1
11033 2342 1
11033 3802 1
2646 968 1
15148 910 1
2727 587 1
3251 43 1
6318 2310 1
6318 2337 1
6318 2342 1
11726 1093 1
19922 2664 1
22116 2341 1
668 2310 1
16765 3802 1
18312 2664 1
18818 2664 1
19331 2342 1
20033 2400 1
520 2342 1
2050 2342 1
5653 387 1
5653 390 1
6682 69 1
10003 1351 1
10003 3716 1
12425 2111 1
12425 2145 1
15022 2342 1
16935 2664 1
19849 2477 1
8202 2310 1
14456 2310 1
19881 2310 1
5330 2342 1
5704 3838 1
8202 2342 1
8353 3802 1
771 2310 1
771 2664 1
2529 2342 1
8033 2342 1
14717 2342 1
16132 2342 1
16149 2342 1
17636 2342 1
17636 2966 1
21189 2337 1
3612 1150 1
4883 2159 1
12165 1092 1
12165 1273 1
6377 1877 1
21341 412 1
2209 2664 1
6113 2047 1
11886 169 1
15148 1583 1
17708 652 1
17750 800 1
17750 1963 1
19357 1787 1
20709 1243 1
18953 455 1
9061 525 1
12996 1784 1
17750 1072 1
18485 2477 1
4436 844 1
6129 2342 1
6209 675 1
6209 3768 1
7497 404 1
7497 1956 1
10003 1676 1
11897 3666 1
13175 2664 1
13399 210 1
14581 2300 1
16386 1273 1
6959 384 1
19022 1935 1
1387 369 1
3181 2300 1
3181 2342 1
15260 2342 1
12425 2172 1
14209 2342 1
18561 2310 1
2782 2310 1
7152 3279 1
12245 110 1
662 2310 1
3112 3802 1
9109 3802 1
13853 2664 1
13853 3802 1
15903 2664 1
14630 2664 1
18801 2342 1
21815 3802 1
22052 2710 1
2955 2342 1
5332 2310 1
5332 2664 1
5404 2664 1
5621 1336 1
5878 2664 1
6518 2310 1
9657 3802 1
10508 2664 1
10612 1783 1
10655 2664 1
12255 3802 1
16149 2664 1
19982 2300 1
20800 2664 1
20918 2310 1
6460 3802 1
11256 2310 1
11897 1728 1
18649 3802 1
9184 3802 1
10037 2342 1
10037 2664 1
11240 3802 1
20800 3802 1
520 3802 1
1177 2664 1
3044 3454 1
3181 2664 1
7211 2420 1
8202 3802 1
18561 3802 1
2302 710 1
5783 1229 1
5883 2309 1
7847 2273 1
4307 2416 1
9461 3378 1
11055 3802 1
14690 2310 1
1447 2664 1
2921 3802 1
9184 2310 1
11842 1193 1
10913 2061 1
14139 2734 1
14209 2310 1
14209 3802 1
15495 2342 1
19565 3802 1
19664 4874 1
21339 2664 1
115 3802 1
6129 2310 1
6514 2342 1
6514 3802 1
21815 71 1
5286 2342 1
9109 2342 1
10612 6866 1
11966 2664 1
15022 2664 1
16132 2664 1
18649 2664 1
18287 2664 1
18312 2342 1
19331 2664 1
8033 2664 1
2405 1990 1
12425 3667 1
547 949 1
12722 372 1
14573 502 1
20800 2420 1
11966 2420 1
12722 6906 1
20834 2420 1
16635 167 1
1713 2420 1
5332 2420 1
5760 726 1
5760 727 1
12945 2337 1
14388 2420 1
17133 2337 1
17927 2420 1
19701 490 1
21667 2342 1
21815 2664 1
8069 3802 1
13350 1284 1
14678 1252 1
20834 495 1
20992 2194 1
21743 2420 1
111 5115 1
15202 297 1
2529 2420 1
13399 152 1
13399 1251 1
21594 2215 1
3081 729 1
16176 2420 1
3479 2053 1
8639 2775 1
8925 5 1
9611 3756 1
19565 1663 1
20033 688 1
20033 1784 1
20849 1596 1
2550 2420 1
3291 2420 1
3963 363 1
6983 6906 1
9334 1654 1
12425 408 1
22015 1207 1
662 2420 1
2768 2420 1
5878 2420 1
11028 2420 1
12441 1944 1
12441 2884 1
12441 2902 1
378 595 1
3172 367 1
6842 1387 1
11783 3102 1
15368 1433 1
6596 774 1
7139 2342 1
7497 800 1
14139 1805 1
15724 2420 1
18528 2420 1
21815 2420 1
2669 2310 1
6513 1285 1
7348 2262 1
9054 2420 1
13406 565 1
17769 431 1
17769 846 1
19465 2420 1
385 639 1
3381 897 1
11385 2420 1
13175 2420 1
13853 2420 1
8033 2420 1
4532 650 1
4532 760 1
5463 1784 1
5883 1541 1
13022 2420 1
9613 4386 1
16942 1900 1
16942 1904 1
18801 2420 1
19714 1727 1
19937 2514 1
3971 2605 1
5371 10993 1
9968 1536 1
17440 54 1
19565 564 1
19873 2420 1
3181 2420 1
10025 1285 1
10025 1418 1
11777 2420 1
13399 1448 1
13399 2335 1
19302 2420 1
1447 2420 1
4331 2420 1
3137 1403 1
13103 2420 1
19685 1905 1
21837 2420 1
77 248 1
9102 2117 1
11996 342 1
14209 2420 1
18000 613 1
18304 143 1
18304 2477 1
19400 3693 1
21978 2420 1
20321 2420 1
21168 986 1
21724 2213 1
771 2420 1
4290 2420 1
5704 3691 1
10508 1957 1
13480 2420 1
3971 1748 1
3971 2246 1
11214 2462 1
8856 312 1
5883 3100 1
15679 651 1
19357 1786 1
19565 3016 1
21816 367 1
1315 707 1
14774 192 1
21667 2420 1
1588 2420 1
1655 1543 1
8596 935 1
9172 1137 1
16635 1457 1
10789 2420 1
20992 935 1
21115 2385 1
14270 844 1
19007 1143 1
7413 3802 1
19007 898 1
7188 419 1
5653 1140 1
7188 418 1
13533 2239 1
14632 1061 1
17048 1991 1
17048 6888 1
19223 550 1
22058 844 1
22058 998 1
10533 564 1
12272 1377 1
12272 1987 1
12301 845 1
7724 1448 1
19922 3473 1
13252 69 1
13252 775 1
18413 575 1
3933 1964 1
3971 3215 1
4153 1294 1
13897 1228 1
17147 1498 1
19565 1664 1
20303 3668 1
20303 3804 1
12835 1613 1
12835 6906 1
16538 1267 1
7152 3511 1
7497 1145 1
8375 3802 1
15062 2664 1
20853 3855 1
7448 748 1
7448 1977 1
17101 1601 1
18792 209 1
18792 1977 1
18792 2597 1
18792 2660 1
19922 2420 1
296 664 1
7941 2744 1
15378 1104 1
18792 3241 1
1069 1702 1
10612 2802 1
13157 2717 1
13157 2718 1
18969 2550 1
19600 1189 1
7448 565 1
7448 1036 1
7448 1898 1
7448 2506 1
7448 4804 1
9284 1449 1
12054 1025 1
8431 1357 1
16341 1929 1
18950 276 1
19858 2117 1
4569 703 1
5487 1152 1
7448 2412 1
19922 256 1
6682 1877 1
13756 2495 1
13756 2496 1
17700 2496 1
18792 223 1
18792 1836 1
18792 2420 1
21290 3029 1
21492 1273 1
4473 1051 1
7188 416 1
7281 89 1
7281 1285 1
10612 3028 1
12001 2146 1
12703 1294 1
21664 642 1
3894 2584 1
3894 5084 1
15202 4534 1
17405 1878 1
6261 2285 1
12551 181 1
12551 3768 1
920 2028 1
7188 2627 1
11875 1712 1
15719 185 1
378 8836 1
7188 2599 1
10896 3500 1
10896 3502 1
10896 3505 1
10896 3509 1
12835 2360 1
14632 807 1
854 190 1
854 192 1
854 209 1
1012 1255 1
6318 2420 1
10896 2291 1
10896 4801 1
15304 1605 1
16201 2420 1
17708 1427 1
19193 1137 1
19399 1750 1
18528 3602 1
18792 3320 1
19193 557 1
4016 516 1
7188 733 1
10539 2061 1
19193 760 1
19193 761 1
21341 2236 1
5482 2134 1
15358 2008 1
7188 3939 1
13018 2420 1
19043 2949 1
3894 2235 1
3894 2269 1
10293 225 1
15482 2055 1
17343 1315 1
9008 3451 1
13655 1286 1
18494 844 1
9201 3951 1
12023 3347 1
3251 1420 1
7188 365 1
9425 2041 1
19328 438 1
21726 1005 1
63 844 1
11842 1191 1
18976 1728 1
18981 405 1
19922 982 1
6733 1603 1
17052 165 1
7861 890 1
19675 3296 1
2095 961 1
9150 2398 1
19779 532 1
19779 1152 1
19779 1243 1
14632 1423 1
15682 681 1
2095 954 1
8335 5314 1
16949 2025 1
16347 419 1
20992 664 1
5653 3028 1
9948 1774 1
16288 1976 1
21338 1666 1
21338 8101 1
2095 952 1
2095 957 1
2095 959 1
2095 960 1
2102 3026 1
5468 2554 1
3623 667 1
7558 355 1
5939 2132 1
10405 3807 1
14751 3917 1
20969 3666 1
8804 3130 1
240 3377 1
1983 2420 1
12960 844 1
12960 1560 1
3172 3183 1
7558 2477 1
5339 1606 1
13164 1201 1
13583 1592 1
16347 1545 1
16347 2452 1
16347 2506 1
3360 3182 1
4349 3207 1
16347 1433 1
16347 3098 1
17716 1450 1
19315 3182 1
670 3182 1
2837 1450 1
4290 1450 1
4290 3182 1
11189 1519 1
16347 1423 1
16347 2314 1
19722 1450 1
20065 3182 1
5736 3182 1
8033 3182 1
19876 1450 1
21341 671 1
21341 764 1
127 3182 1
668 1450 1
3933 729 1
4552 3182 1
5242 1450 1
9299 1450 1
14290 3182 1
15309 3182 1
15903 3182 1
16983 1450 1
17981 3182 1
18064 3182 1
18801 1450 1
19399 2762 1
20441 3182 1
10455 3182 1
12981 2764 1
311 1450 1
5339 1286 1
9674 1450 1
13829 1450 1
16942 715 1
17910 1865 1
21920 3182 1
1413 1450 1
2802 1596 1
13365 2029 1
526 575 1
809 1983 1
4349 1082 1
9045 1450 1
14199 1450 1
18810 1450 1
2275 1882 1
4269 3182 1
14457 3182 1
19465 2421 1
20065 1450 1
20354 3182 1
20955 3182 1
3456 1713 1
18022 3208 1
19465 3117 1
19906 3182 1
21863 5633 1
21863 5634 1
21863 5635 1
21863 5637 1
7609 3182 1
11094 3182 1
12589 850 1
13103 3182 1
13642 726 1
15188 1450 1
15215 1116 1
15215 1954 1
15215 2416 1
17407 1450 1
21837 3182 1
12006 3182 1
14236 1450 1
14581 1450 1
16339 3182 1
19125 1328 1
20331 2504 1
854 1162 1
6309 3182 1
8375 3182 1
11033 3182 1
15661 1450 1
22160 3182 1
2024 1678 1
9920 4872 1
11393 3182 1
14632 1599 1
14690 1450 1
20541 2153 1
6682 2630 1
7228 3182 1
9658 1450 1
11934 1450 1
13156 1450 1
15506 430 1
15907 1450 1
19302 1450 1
21429 1450 1
458 727 1
16190 1450 1
19873 1450 1
21092 844 1
1447 1450 1
6382 3397 1
14632 1105 1
64 3182 1
3091 3182 1
3770 3182 1
4566 3182 1
4775 1450 1
4775 3182 1
4971 1450 1
5482 931 1
13022 1450 1
15260 1450 1
16765 1450 1
17298 1136 1
20419 1450 1
20861 1450 1
21910 1450 1
22107 3182 1
9753 1450 1
10482 1450 1
14146 3182 1
14270 534 1
16428 3207 1
1045 1450 1
8191 3182 1
18528 3182 1
